GISJOIN,YEAR,ANRCA,RES_ONLYA,TRUSTA,AIANHHA,RES_TRSTA,BLOCKA,BLCK_GRPA,TRACTA,CDA,C_CITYA,COUNTY,COUNTYA,CTY_SUBA,DIVISIONA,MSA_CMSAA,PLACEA,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,CD103A,ANPSADPI,ET2001,ET2002,ET2003,ET2004,ET2005,ET2006,ET2007,ET2008,ET2009,ET2010
"G1100010008802305","1990","99","9999","9999","9999","9","305","3","008802","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 305",2,309,0,0,0,0,0,0,0,0
"G1100010008802306","1990","99","9999","9999","9999","9","306","3","008802","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 306",3,219,0,0,0,0,3,0,0,9
"G1100010008802401","1990","99","9999","9999","9999","9","401","4","008802","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 401",0,198,1,0,0,0,3,0,0,0
"G1100010008802402","1990","99","9999","9999","9999","9","402","4","008802","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 402",0,244,2,0,0,0,0,0,0,0
"G1100010008802403","1990","99","9999","9999","9999","9","403","4","008802","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 403",1,290,0,1,0,0,9,0,0,0
"G1100010008802404","1990","99","9999","9999","9999","9","404","4","008802","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 404",5,198,0,0,0,0,0,0,0,0
"G1100010008802405","1990","99","9999","9999","9999","9","405","4","008802","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 405",0,223,0,0,0,0,0,0,0,0
"G1100010008802406","1990","99","9999","9999","9999","9","406","4","008802","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 406",1,182,0,0,0,0,1,0,0,0
"G1100010008803103","1990","99","9999","9999","9999","9","103","1","008803","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 103",1,186,0,0,0,0,0,0,0,0
"G1100010008803501","1990","99","9999","9999","9999","9","501","5","008803","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 501",0,119,0,0,0,0,0,0,0,0
"G1100010008803502","1990","99","9999","9999","9999","9","502","5","008803","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 502",0,102,0,0,0,0,0,0,0,0
"G1100010008803503","1990","99","9999","9999","9999","9","503","5","008803","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 503",0,151,0,0,0,0,0,0,0,0
"G1100010008803504","1990","99","9999","9999","9999","9","504","5","008803","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 504",0,147,0,0,0,0,0,0,0,0
"G1100010008803505","1990","99","9999","9999","9999","9","505","5","008803","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 505",2,67,0,0,0,0,0,0,0,0
"G1100010008803506","1990","99","9999","9999","9999","9","506","5","008803","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 506",0,39,0,0,0,0,0,0,0,2
"G1100010008803508","1990","99","9999","9999","9999","9","508","5","008803","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 508",0,39,0,0,0,0,0,0,0,0
"G1100010008803509","1990","99","9999","9999","9999","9","509","5","008803","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 509",2,286,0,0,0,0,1,0,0,0
"G1100010008803510","1990","99","9999","9999","9999","9","510","5","008803","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 510",0,54,0,0,0,0,0,0,0,0
"G1100010008803602","1990","99","9999","9999","9999","9","602","6","008803","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 602",448,138,0,36,8,8,2,0,0,33
"G1100010008803603","1990","99","9999","9999","9999","9","603","6","008803","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 603",0,57,0,0,0,0,0,0,0,0
"G1100010008803620","1990","99","9999","9999","9999","9","620","6","008803","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 620",0,155,0,0,0,0,1,0,0,0
"G1100010008803621","1990","99","9999","9999","9999","9","621","6","008803","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 621",0,96,0,0,0,0,0,0,0,0
"G1100010008803702","1990","99","9999","9999","9999","9","702","7","008803","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 702",0,0,0,4,0,0,0,0,0,0
"G1100010008804201","1990","99","9999","9999","9999","9","201","2","008804","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 201",0,128,0,1,0,0,0,0,0,0
"G1100010008804202","1990","99","9999","9999","9999","9","202","2","008804","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 202",1,192,0,0,0,0,0,0,0,0
"G1100010008804203","1990","99","9999","9999","9999","9","203","2","008804","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 203",0,97,0,0,0,0,1,0,0,0
"G1100010008804205","1990","99","9999","9999","9999","9","205","2","008804","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 205",0,103,0,0,0,0,0,0,0,0
"G1100010008804206","1990","99","9999","9999","9999","9","206","2","008804","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 206",0,79,0,0,0,0,0,0,0,0
"G1100010008804207","1990","99","9999","9999","9999","9","207","2","008804","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 207",0,62,0,0,0,0,0,0,0,0
"G1100010008804301","1990","99","9999","9999","9999","9","301","3","008804","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 301",0,179,0,0,0,0,0,0,0,0
"G1100010008804302","1990","99","9999","9999","9999","9","302","3","008804","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 302",0,55,0,0,0,0,0,0,0,0
"G1100010008804303","1990","99","9999","9999","9999","9","303","3","008804","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 303",0,449,2,0,0,0,0,0,0,0
"G1100010008804304","1990","99","9999","9999","9999","9","304","3","008804","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 304",2,176,0,4,0,0,1,0,0,0
"G1100010008804305","1990","99","9999","9999","9999","9","305","3","008804","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 305",5,164,0,0,0,0,0,0,0,0
"G1100010008804306","1990","99","9999","9999","9999","9","306","3","008804","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 306",1,107,0,0,0,0,0,0,0,0
"G1100010008804307","1990","99","9999","9999","9999","9","307","3","008804","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 307",1,170,0,0,0,0,9,0,1,0
"G1100010008804401","1990","99","9999","9999","9999","9","401","4","008804","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 401",2,327,3,0,0,1,1,0,0,0
"G1100010008804402","1990","99","9999","9999","9999","9","402","4","008804","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 402",0,33,0,0,0,0,0,0,0,0
"G1100010008804403","1990","99","9999","9999","9999","9","403","4","008804","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 403",0,316,0,0,0,0,0,0,0,0
"G1100010008804404","1990","99","9999","9999","9999","9","404","4","008804","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 404",0,96,0,0,0,0,0,0,0,0
"G1100010008804406","1990","99","9999","9999","9999","9","406","4","008804","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 406",0,159,0,3,0,0,0,0,0,0
"G1100010008804407","1990","99","9999","9999","9999","9","407","4","008804","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 407",3,160,0,0,0,0,0,0,0,0
"G1100010008903101","1990","99","9999","9999","9999","9","101","1","008903","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 101",0,199,0,0,0,0,0,0,0,0
"G1100010008903103","1990","99","9999","9999","9999","9","103","1","008903","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 103",0,12,0,0,0,0,0,0,0,0
"G1100010008903104","1990","99","9999","9999","9999","9","104","1","008903","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 104",0,236,4,0,0,0,0,0,0,0
"G1100010008903105","1990","99","9999","9999","9999","9","105","1","008903","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 105",0,146,0,4,0,0,0,0,0,0
"G1100010008903106","1990","99","9999","9999","9999","9","106","1","008903","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 106",2,103,2,1,0,0,0,0,0,0
"G1100010008903107","1990","99","9999","9999","9999","9","107","1","008903","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 107",1,104,0,0,0,0,0,0,0,0
"G1100010008903108","1990","99","9999","9999","9999","9","108","1","008903","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 108",1,69,0,0,0,0,0,0,0,0
"G1100010008903109","1990","99","9999","9999","9999","9","109","1","008903","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 109",1,76,0,0,0,0,0,0,0,1
"G1100010008903110","1990","99","9999","9999","9999","9","110","1","008903","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 110",1,234,0,5,0,0,1,0,0,1
"G1100010008903111","1990","99","9999","9999","9999","9","111","1","008903","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 111",2,80,0,0,0,0,0,0,0,0
"G1100010008903112","1990","99","9999","9999","9999","9","112","1","008903","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 112",1,98,0,0,0,0,0,0,0,0
"G1100010008903113","1990","99","9999","9999","9999","9","113","1","008903","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 113",0,229,0,0,0,0,0,0,0,0
"G1100010008903114","1990","99","9999","9999","9999","9","114","1","008903","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 114",0,121,0,0,0,0,0,0,0,0
"G1100010008903115","1990","99","9999","9999","9999","9","115","1","008903","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 115",0,146,0,0,0,0,0,0,0,0
"G1100010008903116","1990","99","9999","9999","9999","9","116","1","008903","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 116",1,160,0,0,0,0,0,0,0,0
"G1100010008903119","1990","99","9999","9999","9999","9","119","1","008903","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 119",0,1,0,0,0,0,0,0,0,0
"G1100010008903122","1990","99","9999","9999","9999","9","122","1","008903","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 122",2,784,0,2,0,3,2,1,0,4
"G1100010008903123","1990","99","9999","9999","9999","9","123","1","008903","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 123",2,446,0,1,0,0,5,0,0,0
"G1100010008903124","1990","99","9999","9999","9999","9","124","1","008903","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 124",0,62,0,0,0,0,0,0,0,0
"G1100010008904102","1990","99","9999","9999","9999","9","102","1","008904","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 102",2,487,0,0,0,0,0,2,0,0
"G1100010008904103","1990","99","9999","9999","9999","9","103","1","008904","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 103",4,211,0,0,0,0,0,0,0,0
"G1100010008904105","1990","99","9999","9999","9999","9","105","1","008904","98","99999","District Of Columbia","001","50000","5","8840","50000","9999","3","District Of Columbia","11","1","8840",,"Block 105",0,231,1,0,0,0,1,0,0,0
